ID,INV,DATE,CATALOG,PCODE,QTY,CUSTNUM,ORIGEN
807,223081,1998-10-05,SPORTS,SP3100,4,"Hawks, Ms. Sue",CATALOG
808,241522,1998-12-23,SPORTS,SP1500,1,"Hawks, Ms. Sue",CATALOG
809,98894,2000-04-12,PETS,PT3200,1,"Hawks, Ms. Sue",CATALOG
810,112485,2000-07-13,TOYS,TY1800,1,"Hawks, Ms. Sue",CATALOG
811,112485,2000-07-13,TOYS,TY4100,1,"Hawks, Ms. Sue",CATALOG
812,112485,2000-07-13,TOYS,TY4200,3,"Hawks, Ms. Sue",CATALOG
813,132637,2000-10-29,TOYS,TY1700,1,"Hawks, Ms. Sue",CATALOG
814,166017,2001-04-27,GARDENING,GD1500,1,"Hawks, Ms. Sue",CATALOG
815,166017,2001-04-27,GARDENING,GD2300,4,"Hawks, Ms. Sue",CATALOG
816,100128,1997-01-13,TOYS,TY1700,4,"Brahm, Mr. T. L.",CATALOG
817,122228,1997-05-28,GARDENING,GD1001,2,"Brahm, Mr. T. L.",CATALOG
818,186925,1998-05-04,GARDENING,GD1010,1,"Brahm, Mr. T. L.",CATALOG
819,186925,1998-05-04,GARDENING,GD2100,2,"Brahm, Mr. T. L.",CATALOG
820,186925,1998-05-04,GARDENING,GD4000,1,"Brahm, Mr. T. L.",CATALOG
821,189194,1998-05-14,SPORTS,SP1000,2,"Brahm, Mr. T. L.",CATALOG
822,213793,1998-08-27,SPORTS,SP2500,1,"Brahm, Mr. T. L.",CATALOG
823,229149,1998-10-31,PETS,PT2100,1,"Brahm, Mr. T. L.",CATALOG
824,232423,1998-11-14,PETS,PT3300,1,"Brahm, Mr. T. L.",CATALOG
825,235889,1998-11-29,SOFTWARE,SW3909,3,"Brahm, Mr. T. L.",CATALOG
826,239434,1998-12-14,PETS,PT4400,2,"Brahm, Mr. T. L.",CATALOG
827,100128,2000-04-22,TOYS,TY1700,4,"Brahm, Mr. T. L.",CATALOG
828,122228,2000-09-04,GARDENING,GD1001,2,"Brahm, Mr. T. L.",CATALOG
829,120160,1997-05-17,TOYS,TY1500,4,"Jones, Mr. T. J.",CATALOG
830,120160,1997-05-17,TOYS,TY2600,2,"Jones, Mr. T. J.",CATALOG
831,120160,1997-05-17,TOYS,TY5200,1,"Jones, Mr. T. J.",CATALOG
832,120160,1997-05-17,TOYS,TY5300,2,"Jones, Mr. T. J.",CATALOG
833,122419,1997-05-29,GARDENING,GD1600,1,"Jones, Mr. T. J.",CATALOG
834,122419,1997-05-29,GARDENING,GD2200,3,"Jones, Mr. T. J.",CATALOG
835,122419,1997-05-29,GARDENING,GD3200,1,"Jones, Mr. T. J.",CATALOG
836,133435,1997-07-26,SPORTS,SP3000,1,"Jones, Mr. T. J.",CATALOG
837,138334,1997-08-21,SPORTS,SP3000,1,"Jones, Mr. T. J.",CATALOG
838,142182,1997-09-10,PETS,PT1400,3,"Jones, Mr. T. J.",CATALOG
839,150837,1997-10-26,PETS,PT1300,3,"Jones, Mr. T. J.",CATALOG
840,155292,1997-11-19,TOYS,TY4500,1,"Jones, Mr. T. J.",CATALOG
841,198090,1998-06-21,GARDENING,GD3000,1,"Jones, Mr. T. J.",CATALOG
842,201143,1998-07-04,PETS,PT2100,3,"Jones, Mr. T. J.",CATALOG
843,202070,1998-07-08,SPORTS,SP1400,1,"Jones, Mr. T. J.",CATALOG
844,202070,1998-07-08,SPORTS,SP2400,1,"Jones, Mr. T. J.",CATALOG
845,202070,1998-07-08,SPORTS,SP2500,3,"Jones, Mr. T. J.",CATALOG
846,202986,1998-07-12,PETS,PT4200,4,"Jones, Mr. T. J.",CATALOG
847,208538,1998-08-05,TOYS,TY1700,1,"Jones, Mr. T. J.",CATALOG
848,208538,1998-08-05,TOYS,TY2700,2,"Jones, Mr. T. J.",CATALOG
849,208538,1998-08-05,TOYS,TY5300,1,"Jones, Mr. T. J.",CATALOG
850,210006,1998-08-11,SPORTS,SP1200,1,"Jones, Mr. T. J.",CATALOG
851,226583,1998-10-20,PETS,PT2300,1,"Jones, Mr. T. J.",CATALOG
852,226582,1998-10-20,SOFTWARE,SW7384,4,"Jones, Mr. T. J.",CATALOG
853,120160,2000-08-24,TOYS,TY1500,4,"Jones, Mr. T. J.",CATALOG
854,120160,2000-08-24,TOYS,TY2600,2,"Jones, Mr. T. J.",CATALOG
855,120160,2000-08-24,TOYS,TY5200,1,"Jones, Mr. T. J.",CATALOG
856,120160,2000-08-24,TOYS,TY5300,2,"Jones, Mr. T. J.",CATALOG
857,122419,2000-09-05,GARDENING,GD1600,1,"Jones, Mr. T. J.",CATALOG
858,122419,2000-09-05,GARDENING,GD2200,3,"Jones, Mr. T. J.",CATALOG
859,122419,2000-09-05,GARDENING,GD3200,1,"Jones, Mr. T. J.",CATALOG
860,133435,2000-11-02,SPORTS,SP3000,1,"Jones, Mr. T. J.",CATALOG
861,138334,2000-11-28,SPORTS,SP3000,1,"Jones, Mr. T. J.",CATALOG
862,142182,2000-12-18,PETS,PT1400,3,"Jones, Mr. T. J.",CATALOG
863,150837,2001-02-02,PETS,PT1300,3,"Jones, Mr. T. J.",CATALOG
864,155292,2001-02-26,TOYS,TY4500,1,"Jones, Mr. T. J.",CATALOG
865,100664,1997-01-17,TOYS,TY1950,4,"Marks, Mr. B. D.",CATALOG
866,149676,1997-10-20,SPORTS,SP3300,3,"Marks, Mr. B. D.",CATALOG
867,150423,1997-10-24,PETS,PT2300,1,"Marks, Mr. B. D.",CATALOG
868,166021,1998-01-18,PETS,PT3300,1,"Marks, Mr. B. D.",CATALOG
869,166021,1998-01-18,PETS,PT4200,1,"Marks, Mr. B. D.",CATALOG
870,190135,1998-05-18,COLLECTIBLES,CC2300,1,"Marks, Mr. B. D.",CATALOG
871,190135,1998-05-18,COLLECTIBLES,CC3300,1,"Marks, Mr. B. D.",CATALOG
872,190135,1998-05-18,COLLECTIBLES,CC1100,2,"Marks, Mr. B. D.",CATALOG
873,198765,1998-06-24,SPORTS,SP1300,1,"Marks, Mr. B. D.",CATALOG
874,218764,1998-09-17,TOYS,TY3200,1,"Marks, Mr. B. D.",CATALOG
875,228211,1998-10-27,SPORTS,SP2600,3,"Marks, Mr. B. D.",CATALOG
876,240118,1998-12-17,SPORTS,SP1500,2,"Marks, Mr. B. D.",CATALOG
877,100664,2000-04-26,TOYS,TY1950,4,"Marks, Mr. B. D.",CATALOG
878,149676,2001-01-27,SPORTS,SP3300,3,"Marks, Mr. B. D.",CATALOG
879,150423,2001-01-31,PETS,PT2300,1,"Marks, Mr. B. D.",CATALOG
880,166021,2001-04-27,PETS,PT3300,1,"Marks, Mr. B. D.",CATALOG
881,166021,2001-04-27,PETS,PT4200,1,"Marks, Mr. B. D.",CATALOG
882,103076,1997-02-04,PETS,PT1200,1,"Jones, Ms. Jeannette",CATALOG
883,103076,1997-02-04,PETS,PT2100,2,"Jones, Ms. Jeannette",CATALOG
884,103076,1997-02-04,PETS,PT3500,3,"Jones, Ms. Jeannette",CATALOG
885,108833,1997-03-14,GARDENING,GD2000,1,"Jones, Ms. Jeannette",CATALOG
886,130954,1997-07-13,TOYS,TY1300,3,"Jones, Ms. Jeannette",CATALOG
887,130954,1997-07-13,TOYS,TY4200,1,"Jones, Ms. Jeannette",CATALOG
888,130954,1997-07-13,TOYS,TY5300,1,"Jones, Ms. Jeannette",CATALOG
889,157794,1997-12-02,SPORTS,SP3300,1,"Jones, Ms. Jeannette",CATALOG
890,187853,1998-05-08,GARDENING,GD4100,2,"Jones, Ms. Jeannette",CATALOG
891,202511,1998-07-10,SPORTS,SP3000,1,"Jones, Ms. Jeannette",CATALOG
892,226081,1998-10-18,TOYS,TY1400,1,"Jones, Ms. Jeannette",CATALOG
893,226081,1998-10-18,TOYS,TY1850,1,"Jones, Ms. Jeannette",CATALOG
894,226081,1998-10-18,TOYS,TY2200,1,"Jones, Ms. Jeannette",CATALOG
895,226081,1998-10-18,TOYS,TY4600,1,"Jones, Ms. Jeannette",CATALOG
896,230095,1998-11-04,SOFTWARE,SW9521,1,"Jones, Ms. Jeannette",CATALOG
897,103076,2000-05-14,PETS,PT1200,1,"Jones, Ms. Jeannette",CATALOG
898,103076,2000-05-14,PETS,PT2100,2,"Jones, Ms. Jeannette",CATALOG
899,103076,2000-05-14,PETS,PT3500,3,"Jones, Ms. Jeannette",CATALOG
900,108833,2000-06-21,GARDENING,GD2000,1,"Jones, Ms. Jeannette",CATALOG
901,130954,2000-10-20,TOYS,TY1300,3,"Jones, Ms. Jeannette",CATALOG
902,130954,2000-10-20,TOYS,TY4200,1,"Jones, Ms. Jeannette",CATALOG
903,130954,2000-10-20,TOYS,TY5300,1,"Jones, Ms. Jeannette",CATALOG
904,157794,2001-03-11,SPORTS,SP3300,1,"Jones, Ms. Jeannette",CATALOG
905,109846,1997-03-20,SOFTWARE,SW7221,1,"Klingfelt, Ms. Liza",CATALOG
906,129859,1997-07-07,GARDENING,GD2000,1,"Klingfelt, Ms. Liza",CATALOG
907,129858,1997-07-07,PETS,PT1000,1,"Klingfelt, Ms. Liza",CATALOG
908,129858,1997-07-07,PETS,PT2400,4,"Klingfelt, Ms. Liza",CATALOG
909,129858,1997-07-07,PETS,PT3500,1,"Klingfelt, Ms. Liza",CATALOG
910,130781,1997-07-12,PETS,PT2000,1,"Klingfelt, Ms. Liza",CATALOG
911,130781,1997-07-12,PETS,PT2400,1,"Klingfelt, Ms. Liza",CATALOG
912,130781,1997-07-12,PETS,PT3500,2,"Klingfelt, Ms. Liza",CATALOG
913,130781,1997-07-12,PETS,PT4300,1,"Klingfelt, Ms. Liza",CATALOG
914,144716,1997-09-23,PETS,PT3500,1,"Klingfelt, Ms. Liza",CATALOG
915,150046,1997-10-22,GARDENING,GD2300,1,"Klingfelt, Ms. Liza",CATALOG
916,152127,1997-11-02,TOYS,TY2100,3,"Klingfelt, Ms. Liza",CATALOG
917,155125,1997-11-18,TOYS,TY4100,1,"Klingfelt, Ms. Liza",CATALOG
918,164772,1998-01-10,SPORTS,SP2200,1,"Klingfelt, Ms. Liza",CATALOG
919,178834,1998-03-28,PETS,PT1300,2,"Klingfelt, Ms. Liza",CATALOG
920,201855,1998-07-07,SPORTS,SP3300,3,"Klingfelt, Ms. Liza",CATALOG
921,207156,1998-07-30,COLLECTIBLES,CC1200,3,"Klingfelt, Ms. Liza",CATALOG
922,207156,1998-07-30,COLLECTIBLES,CC2100,2,"Klingfelt, Ms. Liza",CATALOG
923,207156,1998-07-30,COLLECTIBLES,CC2400,1,"Klingfelt, Ms. Liza",CATALOG
924,207156,1998-07-30,COLLECTIBLES,CC4700,1,"Klingfelt, Ms. Liza",CATALOG
925,210242,1998-08-12,PETS,PT4300,1,"Klingfelt, Ms. Liza",CATALOG
926,210460,1998-08-13,SPORTS,SP2500,4,"Klingfelt, Ms. Liza",CATALOG
927,221359,1998-09-28,TOYS,TY3400,1,"Klingfelt, Ms. Liza",CATALOG
928,109846,2000-06-27,SOFTWARE,SW7221,1,"Klingfelt, Ms. Liza",CATALOG
929,129859,2000-10-14,GARDENING,GD2000,1,"Klingfelt, Ms. Liza",CATALOG
930,129858,2000-10-14,PETS,PT1000,1,"Klingfelt, Ms. Liza",CATALOG
931,129858,2000-10-14,PETS,PT2400,4,"Klingfelt, Ms. Liza",CATALOG
932,129858,2000-10-14,PETS,PT3500,1,"Klingfelt, Ms. Liza",CATALOG
933,130781,2000-10-19,PETS,PT2000,1,"Klingfelt, Ms. Liza",CATALOG
934,130781,2000-10-19,PETS,PT2400,1,"Klingfelt, Ms. Liza",CATALOG
935,130781,2000-10-19,PETS,PT3500,2,"Klingfelt, Ms. Liza",CATALOG
936,130781,2000-10-19,PETS,PT4300,1,"Klingfelt, Ms. Liza",CATALOG
937,144716,2000-12-31,PETS,PT3500,1,"Klingfelt, Ms. Liza",CATALOG
938,150046,2001-01-29,GARDENING,GD2300,1,"Klingfelt, Ms. Liza",CATALOG
939,152127,2001-02-09,TOYS,TY2100,3,"Klingfelt, Ms. Liza",CATALOG
940,155125,2001-02-25,TOYS,TY4100,1,"Klingfelt, Ms. Liza",CATALOG
941,164772,2001-04-19,SPORTS,SP2200,1,"Klingfelt, Ms. Liza",CATALOG
942,116980,1997-04-30,TOYS,TY2500,1,"Manness, Mr. Mel",CATALOG
943,140272,1997-08-31,SPORTS,SP2200,1,"Manness, Mr. Mel",CATALOG
944,141454,1997-09-06,PETS,PT4400,1,"Manness, Mr. Mel",CATALOG
945,158579,1997-12-06,SOFTWARE,SW2927,1,"Manness, Mr. Mel",CATALOG
946,166197,1998-01-19,SPORTS,SP3300,1,"Manness, Mr. Mel",CATALOG
947,191079,1998-05-22,PETS,PT2000,1,"Manness, Mr. Mel",CATALOG
948,194744,1998-06-07,TOYS,TY1850,4,"Manness, Mr. Mel",CATALOG
949,211677,1998-08-18,TOYS,TY1300,1,"Manness, Mr. Mel",CATALOG
950,216638,1998-09-08,SPORTS,SP2400,1,"Manness, Mr. Mel",CATALOG
951,230101,1998-11-04,PETS,PT3200,2,"Manness, Mr. Mel",CATALOG
952,116980,2000-08-07,TOYS,TY2500,1,"Manness, Mr. Mel",CATALOG
953,140272,2000-12-08,SPORTS,SP2200,1,"Manness, Mr. Mel",CATALOG
954,141454,2000-12-14,PETS,PT4400,1,"Manness, Mr. Mel",CATALOG
955,158579,2001-03-15,SOFTWARE,SW2927,1,"Manness, Mr. Mel",CATALOG
956,166197,2001-04-28,SPORTS,SP3300,1,"Manness, Mr. Mel",CATALOG
957,130250,1997-07-09,TOYS,TY4500,1,"Cockrell, Mr. M. C.",CATALOG
958,170448,1998-02-13,SPORTS,SP2400,1,"Cockrell, Mr. M. C.",CATALOG
959,202288,1998-07-09,SPORTS,SP2700,1,"Cockrell, Mr. M. C.",CATALOG
960,210471,1998-08-13,PETS,PT1400,4,"Cockrell, Mr. M. C.",CATALOG
961,228219,1998-10-27,PETS,PT3200,1,"Cockrell, Mr. M. C.",CATALOG
962,228218,1998-10-27,SPORTS,SP2500,1,"Cockrell, Mr. M. C.",CATALOG
963,238997,1998-12-12,TOYS,TY3700,1,"Cockrell, Mr. M. C.",CATALOG
964,130250,2000-10-16,TOYS,TY4500,1,"Cockrell, Mr. M. C.",CATALOG
965,170448,2001-05-23,SPORTS,SP2400,1,"Cockrell, Mr. M. C.",CATALOG
966,105061,1997-02-18,SPORTS,SP2000,1,"Stewart, Mr. S. R.",CATALOG
967,110513,1997-03-24,PETS,PT4300,1,"Stewart, Mr. S. R.",CATALOG
968,133446,1997-07-26,SOFTWARE,SW3895,1,"Stewart, Mr. S. R.",CATALOG
969,133446,1997-07-26,SOFTWARE,SW4550,1,"Stewart, Mr. S. R.",CATALOG
970,133446,1997-07-26,SOFTWARE,SW6269,1,"Stewart, Mr. S. R.",CATALOG
971,156457,1997-11-25,SPORTS,SP3300,1,"Stewart, Mr. S. R.",CATALOG
972,165512,1998-01-15,GARDENING,GD1300,1,"Stewart, Mr. S. R.",CATALOG
973,165512,1998-01-15,GARDENING,GD2400,3,"Stewart, Mr. S. R.",CATALOG
974,165512,1998-01-15,GARDENING,GD3100,1,"Stewart, Mr. S. R.",CATALOG
975,165512,1998-01-15,GARDENING,GD4200,1,"Stewart, Mr. S. R.",CATALOG
976,194970,1998-06-08,SPORTS,SP2200,1,"Stewart, Mr. S. R.",CATALOG
977,210248,1998-08-12,SPORTS,SP1300,1,"Stewart, Mr. S. R.",CATALOG
978,105061,2000-05-28,SPORTS,SP2000,1,"Stewart, Mr. S. R.",CATALOG
979,110513,2000-07-01,PETS,PT4300,1,"Stewart, Mr. S. R.",CATALOG
980,133446,2000-11-02,SOFTWARE,SW3895,1,"Stewart, Mr. S. R.",CATALOG
981,133446,2000-11-02,SOFTWARE,SW4550,1,"Stewart, Mr. S. R.",CATALOG
982,133446,2000-11-02,SOFTWARE,SW6269,1,"Stewart, Mr. S. R.",CATALOG
983,156457,2001-03-04,SPORTS,SP3300,1,"Stewart, Mr. S. R.",CATALOG
984,165512,2001-04-24,GARDENING,GD1300,1,"Stewart, Mr. S. R.",CATALOG
985,165512,2001-04-24,GARDENING,GD2400,3,"Stewart, Mr. S. R.",CATALOG
986,165512,2001-04-24,GARDENING,GD3100,1,"Stewart, Mr. S. R.",CATALOG
987,165512,2001-04-24,GARDENING,GD4200,1,"Stewart, Mr. S. R.",CATALOG
988,120372,1997-05-18,SPORTS,SP1000,1,"Watson, Mr. Ed",CATALOG
989,156460,1997-11-25,PETS,PT4300,4,"Watson, Mr. Ed",CATALOG
990,172117,1998-02-22,SOFTWARE,SW3895,4,"Watson, Mr. Ed",CATALOG
991,199006,1998-06-25,SPORTS,SP1100,1,"Watson, Mr. Ed",CATALOG
992,199257,1998-06-26,SPORTS,SP1000,4,"Watson, Mr. Ed",CATALOG
993,199257,1998-06-26,SPORTS,SP1100,4,"Watson, Mr. Ed",CATALOG
994,199257,1998-06-26,SPORTS,SP3400,1,"Watson, Mr. Ed",CATALOG
995,224732,1998-10-12,PETS,PT1300,4,"Watson, Mr. Ed",CATALOG
996,225389,1998-10-15,SOFTWARE,SW6531,1,"Watson, Mr. Ed",CATALOG
997,120372,2000-08-25,SPORTS,SP1000,1,"Watson, Mr. Ed",CATALOG
998,156460,2001-03-04,PETS,PT4300,4,"Watson, Mr. Ed",CATALOG
999,110859,1997-03-26,SPORTS,SP1000,3,"Jones, Ms. Annie",CATALOG
1000,110859,1997-03-26,SPORTS,SP1400,4,"Jones, Ms. Annie",CATALOG
1001,110859,1997-03-26,SPORTS,SP2400,1,"Jones, Ms. Annie",CATALOG
1002,126048,1997-06-17,SPORTS,SP2200,3,"Jones, Ms. Annie",CATALOG
1003,186297,1998-05-01,GARDENING,GD4000,1,"Jones, Ms. Annie",CATALOG
1005,189914,1998-05-17,GARDENING,GD3200,1,"Jones, Ms. Annie",CATALOG
1006,189914,1998-05-17,GARDENING,GD3400,1,"Jones, Ms. Annie",CATALOG
1007,189914,1998-05-17,GARDENING,GD4000,4,"Jones, Ms. Annie",CATALOG
1008,215864,1998-09-05,SOFTWARE,SW2147,1,"Jones, Ms. Annie",CATALOG
1009,230346,1998-11-05,COLLECTIBLES,CC3200,1,"Jones, Ms. Annie",CATALOG
1010,110859,2000-07-03,SPORTS,SP1000,3,"Jones, Ms. Annie",CATALOG
1011,110859,2000-07-03,SPORTS,SP1400,4,"Jones, Ms. Annie",CATALOG
1012,110859,2000-07-03,SPORTS,SP2400,1,"Jones, Ms. Annie",CATALOG
1013,126048,2000-09-24,SPORTS,SP2200,3,"Jones, Ms. Annie",CATALOG
1014,104191,1997-02-12,PETS,PT4400,4,"Monroe, Ms. Julie",CATALOG
1015,106795,1997-03-01,COLLECTIBLES,CC4200,1,"Monroe, Ms. Julie",CATALOG
1016,144919,1997-09-24,TOYS,TY2400,1,"Monroe, Ms. Julie",CATALOG
1017,174794,1998-03-08,PETS,PT3500,4,"Monroe, Ms. Julie",CATALOG
1018,182299,1998-04-13,SPORTS,SP1200,1,"Monroe, Ms. Julie",CATALOG
1019,196437,1998-06-14,PETS,PT3200,1,"Monroe, Ms. Julie",CATALOG
1020,215436,1998-09-03,SPORTS,SP3100,1,"Monroe, Ms. Julie",CATALOG
1021,217344,1998-09-11,TOYS,TY4600,1,"Monroe, Ms. Julie",CATALOG
1022,223098,1998-10-05,SOFTWARE,SW8511,2,"Monroe, Ms. Julie",CATALOG
1023,238548,1998-12-10,TOYS,TY1600,4,"Monroe, Ms. Julie",CATALOG
1024,104191,2000-05-22,PETS,PT4400,4,"Monroe, Ms. Julie",CATALOG
1025,106795,2000-06-08,COLLECTIBLES,CC4200,1,"Monroe, Ms. Julie",CATALOG
1026,144919,2001-01-01,TOYS,TY2400,1,"Monroe, Ms. Julie",CATALOG
1027,104623,1997-02-15,GARDENING,GD4000,2,"Frederik, Mr. Frank",CATALOG
1028,105845,1997-02-23,PETS,PT4200,1,"Frederik, Mr. Frank",CATALOG
1029,107261,1997-03-04,SPORTS,SP1300,1,"Frederik, Mr. Frank",CATALOG
1030,113781,1997-04-12,COLLECTIBLES,CC1500,4,"Frederik, Mr. Frank",CATALOG
1031,122048,1997-05-27,GARDENING,GD2200,4,"Frederik, Mr. Frank",CATALOG
1032,159712,1997-12-12,TOYS,TY1650,1,"Frederik, Mr. Frank",CATALOG
1033,159712,1997-12-12,TOYS,TY1100,1,"Frederik, Mr. Frank",CATALOG
1034,159712,1997-12-12,TOYS,TY2500,4,"Frederik, Mr. Frank",CATALOG
1035,159712,1997-12-12,TOYS,TY3800,2,"Frederik, Mr. Frank",CATALOG
1036,160841,1997-12-18,PETS,PT4500,1,"Frederik, Mr. Frank",CATALOG
1037,169037,1998-02-05,SPORTS,SP3300,1,"Frederik, Mr. Frank",CATALOG
1038,195464,1998-06-10,SPORTS,SP2200,1,"Frederik, Mr. Frank",CATALOG
1039,195464,1998-06-10,SPORTS,SP3200,1,"Frederik, Mr. Frank",CATALOG
1040,195464,1998-06-10,SPORTS,SP3300,2,"Frederik, Mr. Frank",CATALOG
1041,210714,1998-08-14,GARDENING,GD2000,3,"Frederik, Mr. Frank",CATALOG
1042,224503,1998-10-11,TOYS,TY3500,1,"Frederik, Mr. Frank",CATALOG
1043,239450,1998-12-14,SPORTS,SP1400,1,"Frederik, Mr. Frank",CATALOG
1044,104623,2000-05-25,GARDENING,GD4000,2,"Frederik, Mr. Frank",CATALOG
1045,105845,2000-06-02,PETS,PT4200,1,"Frederik, Mr. Frank",CATALOG
1046,107261,2000-06-11,SPORTS,SP1300,1,"Frederik, Mr. Frank",CATALOG
1047,113781,2000-07-20,COLLECTIBLES,CC1500,4,"Frederik, Mr. Frank",CATALOG
1048,122048,2000-09-03,GARDENING,GD2200,4,"Frederik, Mr. Frank",CATALOG
1049,159712,2001-03-21,TOYS,TY1650,1,"Frederik, Mr. Frank",CATALOG
1050,159712,2001-03-21,TOYS,TY1100,1,"Frederik, Mr. Frank",CATALOG
1051,159712,2001-03-21,TOYS,TY2500,4,"Frederik, Mr. Frank",CATALOG
1052,159712,2001-03-21,TOYS,TY3800,2,"Frederik, Mr. Frank",CATALOG
1053,160841,2001-03-27,PETS,PT4500,1,"Frederik, Mr. Frank",CATALOG
1054,169037,2001-05-15,SPORTS,SP3300,1,"Frederik, Mr. Frank",CATALOG
1055,106798,1997-03-01,SPORTS,SP2600,3,"Maadje, Mr. Leo",CATALOG
1056,112876,1997-04-07,GARDENING,GD3100,1,"Maadje, Mr. Leo",CATALOG
1057,118679,1997-05-09,SOFTWARE,SW3625,1,"Maadje, Mr. Leo",CATALOG
1058,124299,1997-06-08,SPORTS,SP1000,1,"Maadje, Mr. Leo",CATALOG
1059,134006,1997-07-29,PETS,PT3300,3,"Maadje, Mr. Leo",CATALOG
1060,137459,1997-08-16,SPORTS,SP1200,1,"Maadje, Mr. Leo",CATALOG
1061,151044,1997-10-27,TOYS,TY5200,1,"Maadje, Mr. Leo",CATALOG
1062,161643,1997-12-22,SPORTS,SP2400,2,"Maadje, Mr. Leo",CATALOG
1063,163414,1998-01-01,GARDENING,GD1100,1,"Maadje, Mr. Leo",CATALOG
1064,173069,1998-02-27,GARDENING,GD1300,1,"Maadje, Mr. Leo",CATALOG
1065,185619,1998-04-28,GARDENING,GD3400,1,"Maadje, Mr. Leo",CATALOG
1066,188756,1998-05-12,GARDENING,GD4000,3,"Maadje, Mr. Leo",CATALOG
1067,193875,1998-06-03,PETS,PT1400,1,"Maadje, Mr. Leo",CATALOG
1068,211953,1998-08-19,TOYS,TY1300,1,"Maadje, Mr. Leo",CATALOG
1069,212875,1998-08-23,SPORTS,SP2500,2,"Maadje, Mr. Leo",CATALOG
1070,217597,1998-09-12,TOYS,TY4600,1,"Maadje, Mr. Leo",CATALOG
1071,230352,1998-11-05,SPORTS,SP2400,3,"Maadje, Mr. Leo",CATALOG
1072,106798,2000-06-08,SPORTS,SP2600,3,"Maadje, Mr. Leo",CATALOG
1073,112876,2000-07-15,GARDENING,GD3100,1,"Maadje, Mr. Leo",CATALOG
1074,118679,2000-08-16,SOFTWARE,SW3625,1,"Maadje, Mr. Leo",CATALOG
1075,124299,2000-09-15,SPORTS,SP1000,1,"Maadje, Mr. Leo",CATALOG
1076,134006,2000-11-05,PETS,PT3300,3,"Maadje, Mr. Leo",CATALOG
1077,137459,2000-11-23,SPORTS,SP1200,1,"Maadje, Mr. Leo",CATALOG
1078,151044,2001-02-03,TOYS,TY5200,1,"Maadje, Mr. Leo",CATALOG
1079,161643,2001-03-31,SPORTS,SP2400,2,"Maadje, Mr. Leo",CATALOG
1080,163414,2001-04-10,GARDENING,GD1100,1,"Maadje, Mr. Leo",CATALOG
1081,105065,1997-02-18,TOYS,TY5400,1,"Verrella, Ms. Nancy",CATALOG
1082,120543,1997-05-19,GARDENING,GD3400,1,"Verrella, Ms. Nancy",CATALOG
1083,132656,1997-07-22,TOYS,TY3500,4,"Verrella, Ms. Nancy",CATALOG
1084,186080,1998-04-30,SOFTWARE,SW7573,1,"Verrella, Ms. Nancy",CATALOG
1085,239671,1998-12-15,TOYS,TY1950,1,"Verrella, Ms. Nancy",CATALOG
1086,105065,2000-05-28,TOYS,TY5400,1,"Verrella, Ms. Nancy",CATALOG
1087,120543,2000-08-26,GARDENING,GD3400,1,"Verrella, Ms. Nancy",CATALOG
1088,132656,2000-10-29,TOYS,TY3500,4,"Verrella, Ms. Nancy",CATALOG
1089,111204,1997-03-28,GARDENING,GD2400,1,"Hopkins, Ms. Stella",CATALOG
1090,135923,1997-08-08,SPORTS,SP1100,1,"Hopkins, Ms. Stella",CATALOG
1091,142380,1997-09-11,PETS,PT2300,2,"Hopkins, Ms. Stella",CATALOG
1092,142788,1997-09-13,TOYS,TY2500,1,"Hopkins, Ms. Stella",CATALOG
1093,145808,1997-09-29,TOYS,TY1400,1,"Hopkins, Ms. Stella",CATALOG
1094,146398,1997-10-02,TOYS,TY3100,1,"Hopkins, Ms. Stella",CATALOG
1095,176004,1998-03-14,TOYS,TY1850,1,"Hopkins, Ms. Stella",CATALOG
1096,177392,1998-03-21,GARDENING,GD2000,1,"Hopkins, Ms. Stella",CATALOG
1097,184968,1998-04-25,SPORTS,SP3200,1,"Hopkins, Ms. Stella",CATALOG
1098,198355,1998-06-22,SPORTS,SP2700,4,"Hopkins, Ms. Stella",CATALOG
1099,215871,1998-09-05,SOFTWARE,SW1991,1,"Hopkins, Ms. Stella",CATALOG
1100,215871,1998-09-05,SOFTWARE,SW2147,1,"Hopkins, Ms. Stella",CATALOG
1102,215871,1998-09-05,SOFTWARE,SW7935,1,"Hopkins, Ms. Stella",CATALOG
1103,219261,1998-09-19,GARDENING,GD1100,1,"Hopkins, Ms. Stella",CATALOG
1104,221857,1998-09-30,SPORTS,SP1300,1,"Hopkins, Ms. Stella",CATALOG
1105,240639,1998-12-19,PETS,PT3400,2,"Hopkins, Ms. Stella",CATALOG
1106,111204,2000-07-05,GARDENING,GD2400,1,"Hopkins, Ms. Stella",CATALOG
1107,135923,2000-11-15,SPORTS,SP1100,1,"Hopkins, Ms. Stella",CATALOG
1108,142380,2000-12-19,PETS,PT2300,2,"Hopkins, Ms. Stella",CATALOG
1109,142788,2000-12-21,TOYS,TY2500,1,"Hopkins, Ms. Stella",CATALOG
1110,145808,2001-01-06,TOYS,TY1400,1,"Hopkins, Ms. Stella",CATALOG
1111,146398,2001-01-09,TOYS,TY3100,1,"Hopkins, Ms. Stella",CATALOG
1112,117753,1997-05-04,SPORTS,SP2300,1,"Mooreson, Ms. Michelle",CATALOG
1113,126407,1997-06-19,PETS,PT4200,1,"Mooreson, Ms. Michelle",CATALOG
1114,156275,1997-11-24,TOYS,TY4600,1,"Mooreson, Ms. Michelle",CATALOG
