ID,INV,PCODE,DATE,CATALOG,QTY,CUSTNUM,ORIGEN
787,11775000,TY2400,2001-07-15,TOYS,1,"Jones, Ms. D. Flowers",WEB
788,11775000,TY4800,2001-03-21,TOYS,3,"Jones, Ms. D. Flowers",WEB
789,11807000,GD2400,2001-06-30,GARDENING,1,"Jones, Mr. T. J.",WEB
790,11807000,GD3000,2000-08-04,GARDENING,1,"Jones, Mr. T. J.",WEB
791,11807000,PT1000,2000-08-16,PETS,1,"Jones, Mr. T. J.",WEB
792,11807000,SP1500,2001-06-06,SPORTS,3,"Jones, Mr. T. J.",WEB
793,11807000,SP2400,2001-06-06,SPORTS,4,"Jones, Mr. T. J.",WEB
794,11807000,SP2500,2001-01-13,SPORTS,3,"Jones, Mr. T. J.",WEB
795,11807000,SP2600,2001-06-06,SPORTS,1,"Jones, Mr. T. J.",WEB
796,11807000,SP2700,2001-06-06,SPORTS,1,"Jones, Mr. T. J.",WEB
797,11900000,PT1400,2001-06-09,PETS,1,"Beltz, Ms. Charlene",WEB
798,11900000,SP1200,2001-07-02,SPORTS,3,"Beltz, Ms. Charlene",WEB
799,11900000,SP1300,2000-08-30,SPORTS,1,"Beltz, Ms. Charlene",WEB
800,11900000,SP1300,2001-01-30,SPORTS,1,"Beltz, Ms. Charlene",WEB
801,11900000,SP1500,2000-12-26,SPORTS,1,"Beltz, Ms. Charlene",WEB
802,11900000,SP3000,2001-06-16,SPORTS,1,"Beltz, Ms. Charlene",WEB
803,11900000,SP3400,2001-06-16,SPORTS,1,"Beltz, Ms. Charlene",WEB
804,12025000,SP2000,2001-05-15,SPORTS,3,"Brown, Ms. Marie",WEB
805,12028000,PT2100,2001-07-29,PETS,4,"Jones, Ms. Sue",WEB
806,12028000,PT2200,2001-03-28,PETS,1,"Jones, Ms. Sue",WEB
807,12028000,SP1400,2000-10-11,SPORTS,1,"Jones, Ms. Sue",WEB
808,12028000,TY3800,2001-03-09,TOYS,2,"Jones, Ms. Sue",WEB
809,12150000,GD1001,2000-08-10,GARDENING,1,"Lauder, Mr. Rocky",WEB
810,12150000,GD1300,2000-08-10,GARDENING,3,"Lauder, Mr. Rocky",WEB
811,12150000,GD2300,2000-08-10,GARDENING,3,"Lauder, Mr. Rocky",WEB
812,12150000,GD2300,2000-09-16,GARDENING,1,"Lauder, Mr. Rocky",WEB
813,12150000,GD3100,2000-08-10,GARDENING,4,"Lauder, Mr. Rocky",WEB
814,12150000,PT4600,2001-04-09,PETS,1,"Lauder, Mr. Rocky",WEB
815,12275000,GD4100,2001-03-29,GARDENING,1,"Schneider, Ms. Cynthia",WEB
816,12275000,PT3400,2000-11-02,PETS,1,"Schneider, Ms. Cynthia",WEB
817,12275000,SP2700,2001-02-21,SPORTS,4,"Schneider, Ms. Cynthia",WEB
818,12323000,PT1200,2001-02-25,PETS,3,"Jones, Ms. Denise",WEB
819,12323000,PT1000,2000-07-07,PETS,4,"Jones, Ms. Denise",WEB
820,12323000,SP1100,2000-12-01,SPORTS,1,"Jones, Ms. Denise",WEB
821,12323000,SP1300,2000-12-01,SPORTS,1,"Jones, Ms. Denise",WEB
822,12323000,SP2500,2000-12-01,SPORTS,4,"Jones, Ms. Denise",WEB
823,12323000,TY2500,2001-03-23,TOYS,1,"Jones, Ms. Denise",WEB
824,12400000,PT2200,2000-09-24,PETS,1,"Anderson, Ms. Violet",WEB
825,12400000,SP2000,2001-04-02,SPORTS,1,"Anderson, Ms. Violet",WEB
826,12400000,TY1950,2001-06-27,TOYS,4,"Anderson, Ms. Violet",WEB
827,12400000,SP2000,2000-09-05,SPORTS,3,"Anderson, Ms. Violet",WEB
828,12470000,PT3200,2001-05-15,PETS,2,"Jenkins, Ms. P. S.",WEB
829,12470000,SP2300,2001-04-18,SPORTS,4,"Jenkins, Ms. P. S.",WEB
830,12470000,TY5200,2001-03-08,TOYS,3,"Jenkins, Ms. P. S.",WEB
831,12525000,GD4200,2001-07-14,GARDENING,3,"McDonald, Ms. Kathy",WEB
832,12525000,GD4300,2000-10-31,GARDENING,3,"McDonald, Ms. Kathy",WEB
833,12525000,SP2300,2000-11-18,SPORTS,1,"McDonald, Ms. Kathy",WEB
834,12525000,SP3200,2001-05-10,SPORTS,1,"McDonald, Ms. Kathy",WEB
835,12525000,TY3800,2001-03-31,TOYS,1,"McDonald, Ms. Kathy",WEB
836,12544000,GD2400,2001-07-10,GARDENING,2,"Jones, Ms. Tracy",WEB
837,12544000,SP1200,2000-11-12,SPORTS,1,"Jones, Ms. Tracy",WEB
838,12544000,TY5100,2001-02-25,TOYS,2,"Jones, Ms. Tracy",WEB
839,12544000,TY5200,2001-02-25,TOYS,4,"Jones, Ms. Tracy",WEB
840,12544000,GD3100,2001-07-01,GARDENING,1,"Jones, Ms. Tracy",WEB
841,12650000,PT1300,2001-06-24,PETS,1,"Giargi, Ms. Michelle",WEB
842,12650000,SP1200,2000-09-29,SPORTS,1,"Giargi, Ms. Michelle",WEB
843,12650000,TY1600,2000-12-16,TOYS,1,"Giargi, Ms. Michelle",WEB
844,12650000,TY1950,2000-06-21,TOYS,3,"Giargi, Ms. Michelle",WEB
845,12757000,GD1010,2001-06-23,GARDENING,1,"Dylan, Mr. Bob",WEB
846,12757000,SP1100,2001-02-02,SPORTS,2,"Dylan, Mr. Bob",WEB
847,12757000,SP3000,2001-02-02,SPORTS,1,"Dylan, Mr. Bob",WEB
848,12757000,SP3200,2001-02-11,SPORTS,1,"Dylan, Mr. Bob",WEB
849,12775000,GD1400,2001-07-05,GARDENING,1,"McMurtry, Mr. James",WEB
850,12775000,SP2000,2000-08-25,SPORTS,1,"McMurtry, Mr. James",WEB
851,12775000,SP3300,2001-08-01,SPORTS,3,"McMurtry, Mr. James",WEB
852,12900000,SP1100,2000-06-20,SPORTS,1,"Keith, Mr. B. K.",WEB
853,12900000,SP2600,2000-10-25,SPORTS,1,"Keith, Mr. B. K.",WEB
854,12900000,TY1300,2001-04-04,TOYS,1,"Keith, Mr. B. K.",WEB
855,13025000,GD1600,2000-10-26,GARDENING,1,"Brown, Mr. Martin",WEB
856,13025000,PT1000,2000-11-11,PETS,2,"Brown, Mr. Martin",WEB
857,13025000,PT2300,2000-11-11,PETS,1,"Brown, Mr. Martin",WEB
858,13056000,GD1300,2000-12-29,GARDENING,3,"Jones, Mr. T. J.",WEB
859,13056000,GD1500,2000-12-29,GARDENING,2,"Jones, Mr. T. J.",WEB
860,13056000,GD3100,2000-09-11,GARDENING,4,"Jones, Mr. T. J.",WEB
861,13056000,GD3300,2000-12-29,GARDENING,1,"Jones, Mr. T. J.",WEB
862,13056000,GD4200,2000-12-24,GARDENING,1,"Jones, Mr. T. J.",WEB
863,13056000,TY1850,2001-05-15,TOYS,1,"Jones, Mr. T. J.",WEB
864,13056000,TY4600,2000-11-24,TOYS,1,"Jones, Mr. T. J.",WEB
865,13154000,PT2100,2001-02-05,PETS,1,"Cale, Mr. John",WEB
866,13154000,SP1600,2001-01-08,SPORTS,1,"Cale, Mr. John",WEB
867,13154000,TY1400,2001-05-31,TOYS,1,"Cale, Mr. John",WEB
868,13154000,TY1800,2001-05-31,TOYS,1,"Cale, Mr. John",WEB
869,13154000,TY2300,2001-05-31,TOYS,1,"Cale, Mr. John",WEB
870,13154000,TY2600,2001-05-31,TOYS,1,"Cale, Mr. John",WEB
871,13183000,GD2000,2000-11-28,GARDENING,1,"Jones, Mr. Brainard",WEB
872,13183000,GD2100,2001-07-22,GARDENING,4,"Jones, Mr. Brainard",WEB
873,13183000,GD4100,2001-07-10,GARDENING,4,"Jones, Mr. Brainard",WEB
874,13183000,PT4600,2001-05-20,PETS,1,"Jones, Mr. Brainard",WEB
875,13183000,SP1100,2001-04-02,SPORTS,1,"Jones, Mr. Brainard",WEB
876,13183000,SP1400,2001-04-02,SPORTS,1,"Jones, Mr. Brainard",WEB
877,13183000,SP3300,2001-04-02,SPORTS,4,"Jones, Mr. Brainard",WEB
878,13183000,SP3400,2001-04-17,SPORTS,3,"Jones, Mr. Brainard",WEB
879,13183000,TY3400,2001-03-03,TOYS,1,"Jones, Mr. Brainard",WEB
880,13183000,TY4800,2001-06-06,TOYS,2,"Jones, Mr. Brainard",WEB
881,13183000,GD3200,2000-07-12,GARDENING,4,"Jones, Mr. Brainard",WEB
882,13279000,PT1400,2000-08-29,PETS,2,"Parker, Mr. Sam",WEB
883,13279000,PT2400,2001-04-25,PETS,1,"Parker, Mr. Sam",WEB
884,13279000,SP1200,2001-04-03,SPORTS,4,"Parker, Mr. Sam",WEB
885,13279000,SP2200,2001-04-03,SPORTS,1,"Parker, Mr. Sam",WEB
886,13279000,SP3000,2001-04-03,SPORTS,1,"Parker, Mr. Sam",WEB
887,13279000,TY1500,2001-02-21,TOYS,1,"Parker, Mr. Sam",WEB
888,13279000,TY1800,2001-02-21,TOYS,1,"Parker, Mr. Sam",WEB
889,13279000,TY4800,2001-02-21,TOYS,1,"Parker, Mr. Sam",WEB
890,13405000,GD1300,2000-09-11,GARDENING,3,"Britton, Ms. Tabitha",WEB
891,13405000,GD2200,2000-09-11,GARDENING,1,"Britton, Ms. Tabitha",WEB
892,13405000,GD3400,2000-09-11,GARDENING,2,"Britton, Ms. Tabitha",WEB
893,13405000,GD4000,2000-09-11,GARDENING,1,"Britton, Ms. Tabitha",WEB
894,13405000,GD4200,2001-01-22,GARDENING,1,"Britton, Ms. Tabitha",WEB
895,13405000,PT1300,2001-03-28,PETS,1,"Britton, Ms. Tabitha",WEB
896,13405000,PT1300,2001-07-06,PETS,1,"Britton, Ms. Tabitha",WEB
897,13405000,PT1400,2001-05-24,PETS,3,"Britton, Ms. Tabitha",WEB
898,13405000,SP1300,2001-02-28,SPORTS,1,"Britton, Ms. Tabitha",WEB
899,13405000,TY1600,2000-09-25,TOYS,1,"Britton, Ms. Tabitha",WEB
900,13476000,GD3000,2000-12-09,GARDENING,1,"Backus, Ms. Marge",WEB
901,13476000,PT1200,2000-12-12,PETS,2,"Backus, Ms. Marge",WEB
902,13476000,PT1200,2001-07-25,PETS,1,"Backus, Ms. Marge",WEB
903,13476000,PT1400,2001-07-25,PETS,1,"Backus, Ms. Marge",WEB
904,13476000,SP1400,2001-02-21,SPORTS,2,"Backus, Ms. Marge",WEB
905,13476000,SP2000,2001-02-21,SPORTS,1,"Backus, Ms. Marge",WEB
906,13476000,SP2600,2001-02-21,SPORTS,1,"Backus, Ms. Marge",WEB
907,13476000,TY2700,2001-02-27,TOYS,1,"Backus, Ms. Marge",WEB
908,13532000,GD4100,2000-09-14,GARDENING,1,"Best, Mr. C. L.",WEB
909,13532000,SP2000,2001-01-11,SPORTS,1,"Best, Mr. C. L.",WEB
910,13532000,SP2500,2000-07-06,SPORTS,1,"Best, Mr. C. L.",WEB
911,13532000,SP3000,2001-01-11,SPORTS,1,"Best, Mr. C. L.",WEB
912,13532000,SP3100,2001-01-11,SPORTS,3,"Best, Mr. C. L.",WEB
913,13532000,TY1200,2001-02-27,TOYS,1,"Best, Mr. C. L.",WEB
914,13532000,TY1650,2001-02-27,TOYS,3,"Best, Mr. C. L.",WEB
915,13532000,TY1600,2001-02-27,TOYS,1,"Best, Mr. C. L.",WEB
916,13664000,GD2400,2000-12-24,GARDENING,1,"Chen, Ms. Helena",WEB
917,13664000,SP2400,2001-06-20,SPORTS,1,"Chen, Ms. Helena",WEB
918,13664000,SP3200,2000-08-13,SPORTS,1,"Chen, Ms. Helena",WEB
919,13664000,TY1100,2001-08-01,TOYS,1,"Chen, Ms. Helena",WEB
920,13664000,TY3300,2001-01-16,TOYS,1,"Chen, Ms. Helena",WEB
921,13664000,TY4400,2000-11-09,TOYS,4,"Chen, Ms. Helena",WEB
922,13682000,GD1300,2000-12-09,GARDENING,1,"Reed, Mr. Lou",WEB
923,13682000,GD1500,2001-02-12,GARDENING,4,"Reed, Mr. Lou",WEB
924,13682000,SP1000,2001-07-19,SPORTS,1,"Reed, Mr. Lou",WEB
925,13682000,SP3200,2001-03-18,SPORTS,4,"Reed, Mr. Lou",WEB
926,13682000,TY1200,2000-11-09,TOYS,3,"Reed, Mr. Lou",WEB
927,13682000,TY1750,2001-04-11,TOYS,1,"Reed, Mr. Lou",WEB
928,13682000,TY2700,2000-11-09,TOYS,1,"Reed, Mr. Lou",WEB
929,13682000,TY3600,2000-11-09,TOYS,1,"Reed, Mr. Lou",WEB
930,13682000,TY4300,2000-11-09,TOYS,1,"Reed, Mr. Lou",WEB
931,13782000,GD1100,2000-12-02,GARDENING,4,"Jones, Ms. Dorothy",WEB
932,13782000,SP1500,2001-03-14,SPORTS,1,"Jones, Ms. Dorothy",WEB
933,13782000,SP2200,2000-08-21,SPORTS,1,"Jones, Ms. Dorothy",WEB
934,13782000,SP2700,2000-09-30,SPORTS,1,"Jones, Ms. Dorothy",WEB
935,13782000,SP3300,2000-08-21,SPORTS,1,"Jones, Ms. Dorothy",WEB
936,13789000,PT1000,2001-02-06,PETS,1,"Roth, Mr. Tim",WEB
937,13789000,PT2100,2001-02-06,PETS,1,"Roth, Mr. Tim",WEB
938,13789000,PT2200,2000-12-10,PETS,1,"Roth, Mr. Tim",WEB
939,13789000,SP2600,2000-12-27,SPORTS,1,"Roth, Mr. Tim",WEB
940,13789000,TY4800,2001-04-18,TOYS,4,"Roth, Mr. Tim",WEB
941,107707,SP1000,1997-03-07,SPORTS,1,"Kraft, Ms. Rose",CATALOG
942,110633,GD2200,1997-03-25,GARDENING,1,"Kraft, Ms. Rose",CATALOG
943,111155,PT1300,1997-03-28,PETS,3,"Kraft, Ms. Rose",CATALOG
944,126867,TY4100,1997-06-22,TOYS,1,"Kraft, Ms. Rose",CATALOG
945,135872,TY1200,1997-08-08,TOYS,4,"Kraft, Ms. Rose",CATALOG
946,135872,TY2100,1997-08-08,TOYS,1,"Kraft, Ms. Rose",CATALOG
947,135872,TY2300,1997-08-08,TOYS,1,"Kraft, Ms. Rose",CATALOG
948,135872,TY4100,1997-08-08,TOYS,1,"Kraft, Ms. Rose",CATALOG
949,140623,SW8511,1997-09-02,SOFTWARE,4,"Kraft, Ms. Rose",CATALOG
950,141408,SP1500,1997-09-06,SPORTS,1,"Kraft, Ms. Rose",CATALOG
951,168285,GD3100,1998-02-01,GARDENING,3,"Kraft, Ms. Rose",CATALOG
952,168285,GD3300,1998-02-01,GARDENING,1,"Kraft, Ms. Rose",CATALOG
953,168285,GD3400,1998-02-01,GARDENING,1,"Kraft, Ms. Rose",CATALOG
954,168285,GD4300,1998-02-01,GARDENING,3,"Kraft, Ms. Rose",CATALOG
955,243353,SW5338,1998-04-07,SOFTWARE,2,"Kraft, Ms. Rose",CATALOG
956,243377,PT2300,1998-04-24,PETS,2,"Kraft, Ms. Rose",CATALOG
957,243377,PT2400,1998-04-24,PETS,2,"Kraft, Ms. Rose",CATALOG
958,207772,SP1200,1998-08-02,SPORTS,1,"Kraft, Ms. Rose",CATALOG
959,213285,TY3700,1998-08-25,TOYS,3,"Kraft, Ms. Rose",CATALOG
960,225108,PT3100,1998-10-14,PETS,1,"Kraft, Ms. Rose",CATALOG
961,236334,TY1600,1998-12-01,TOYS,1,"Kraft, Ms. Rose",CATALOG
962,126867,TY4100,2000-09-29,TOYS,1,"Kraft, Ms. Rose",CATALOG
963,135872,TY1200,2000-11-15,TOYS,4,"Kraft, Ms. Rose",CATALOG
964,135872,TY2100,2000-11-15,TOYS,1,"Kraft, Ms. Rose",CATALOG
965,135872,TY2300,2000-11-15,TOYS,1,"Kraft, Ms. Rose",CATALOG
966,135872,TY4100,2000-11-15,TOYS,1,"Kraft, Ms. Rose",CATALOG
967,140623,SW8511,2000-12-10,SOFTWARE,4,"Kraft, Ms. Rose",CATALOG
968,118448,PT3500,1997-05-08,PETS,3,"Yang, Ms. Joan",CATALOG
969,121273,TY1800,1997-05-23,TOYS,2,"Yang, Ms. Joan",CATALOG
970,143116,SP2400,1997-09-15,SPORTS,4,"Yang, Ms. Joan",CATALOG
971,157565,SP2700,1997-12-01,SPORTS,4,"Yang, Ms. Joan",CATALOG
972,170191,PT4300,1998-02-12,PETS,1,"Yang, Ms. Joan",CATALOG
973,243375,SP1600,1998-04-21,SPORTS,2,"Yang, Ms. Joan",CATALOG
974,243375,SP2000,1998-04-21,SPORTS,3,"Yang, Ms. Joan",CATALOG
975,243375,SP3000,1998-04-21,SPORTS,4,"Yang, Ms. Joan",CATALOG
976,184709,PT3300,1998-04-24,PETS,1,"Yang, Ms. Joan",CATALOG
977,184709,PT4200,1998-04-24,PETS,1,"Yang, Ms. Joan",CATALOG
978,184709,PT4500,1998-04-24,PETS,1,"Yang, Ms. Joan",CATALOG
979,196588,GD1001,1998-06-15,GARDENING,1,"Yang, Ms. Joan",CATALOG
980,196588,GD1400,1998-06-15,GARDENING,1,"Yang, Ms. Joan",CATALOG
981,196588,GD4000,1998-06-15,GARDENING,1,"Yang, Ms. Joan",CATALOG
982,203157,TY4700,1998-07-13,TOYS,1,"Yang, Ms. Joan",CATALOG
983,204292,SP1100,1998-07-18,SPORTS,2,"Yang, Ms. Joan",CATALOG
984,227219,SP1500,1998-10-23,SPORTS,1,"Yang, Ms. Joan",CATALOG
985,232145,SW3895,1998-11-13,SOFTWARE,1,"Yang, Ms. Joan",CATALOG
986,240570,PT3300,1998-12-19,PETS,1,"Yang, Ms. Joan",CATALOG
987,240783,TY5200,1998-12-20,TOYS,4,"Yang, Ms. Joan",CATALOG
988,242124,CC3200,1998-12-26,COLLECTIBLES,1,"Yang, Ms. Joan",CATALOG
989,118448,PT3500,2000-08-15,PETS,3,"Yang, Ms. Joan",CATALOG
990,121273,TY1800,2000-08-30,TOYS,2,"Yang, Ms. Joan",CATALOG
991,170191,PT4300,2001-05-22,PETS,1,"Yang, Ms. Joan",CATALOG
992,100376,PT2100,1997-01-15,PETS,1,"Hinfelt, Mr. B. K.",CATALOG
993,142332,TY1100,1997-09-11,TOYS,2,"Hinfelt, Mr. B. K.",CATALOG
994,142332,TY3200,1997-09-11,TOYS,2,"Hinfelt, Mr. B. K.",CATALOG
995,142332,TY4200,1997-09-11,TOYS,1,"Hinfelt, Mr. B. K.",CATALOG
996,142332,TY5300,1997-09-11,TOYS,1,"Hinfelt, Mr. B. K.",CATALOG
997,157181,SP1200,1997-11-29,SPORTS,1,"Hinfelt, Mr. B. K.",CATALOG
998,167282,SP2200,1998-01-26,SPORTS,1,"Hinfelt, Mr. B. K.",CATALOG
999,167282,SP2300,1998-01-26,SPORTS,1,"Hinfelt, Mr. B. K.",CATALOG
1000,167282,SP2400,1998-01-26,SPORTS,1,"Hinfelt, Mr. B. K.",CATALOG
1001,176148,SW7935,1998-03-15,SOFTWARE,1,"Hinfelt, Mr. B. K.",CATALOG
1002,243374,CC1100,1998-04-21,COLLECTIBLES,1,"Hinfelt, Mr. B. K.",CATALOG
1003,243374,CC3300,1998-04-21,COLLECTIBLES,2,"Hinfelt, Mr. B. K.",CATALOG
1004,243374,CC3500,1998-04-21,COLLECTIBLES,3,"Hinfelt, Mr. B. K.",CATALOG
1005,243374,CC3500,1998-04-21,COLLECTIBLES,1,"Hinfelt, Mr. B. K.",CATALOG
1006,243376,PT2300,1998-04-21,PETS,2,"Hinfelt, Mr. B. K.",CATALOG
1007,243376,PT3100,1998-04-21,PETS,2,"Hinfelt, Mr. B. K.",CATALOG
1008,243376,PT3200,1998-04-21,PETS,1,"Hinfelt, Mr. B. K.",CATALOG
1009,243376,PT3200,1998-04-21,PETS,2,"Hinfelt, Mr. B. K.",CATALOG
1010,190557,TY1300,1998-05-20,TOYS,1,"Hinfelt, Mr. B. K.",CATALOG
1011,190557,TY2400,1998-05-20,TOYS,4,"Hinfelt, Mr. B. K.",CATALOG
1012,190557,TY3300,1998-05-20,TOYS,1,"Hinfelt, Mr. B. K.",CATALOG
1013,228620,PT2100,1998-10-29,PETS,3,"Hinfelt, Mr. B. K.",CATALOG
1014,228620,PT2200,1998-10-29,PETS,1,"Hinfelt, Mr. B. K.",CATALOG
1015,228620,PT3100,1998-10-29,PETS,1,"Hinfelt, Mr. B. K.",CATALOG
1016,100376,PT2100,2000-04-24,PETS,1,"Hinfelt, Mr. B. K.",CATALOG
1017,142332,TY1100,2000-12-19,TOYS,2,"Hinfelt, Mr. B. K.",CATALOG
1018,142332,TY3200,2000-12-19,TOYS,2,"Hinfelt, Mr. B. K.",CATALOG
1019,142332,TY4200,2000-12-19,TOYS,1,"Hinfelt, Mr. B. K.",CATALOG
1020,142332,TY5300,2000-12-19,TOYS,1,"Hinfelt, Mr. B. K.",CATALOG
1021,99643,GD3400,1997-01-09,GARDENING,3,"Jones, Mr. T. J.",CATALOG
1022,106468,CC1200,1997-02-27,COLLECTIBLES,1,"Jones, Mr. T. J.",CATALOG
1023,137742,SP3400,1997-08-18,SPORTS,1,"Jones, Mr. T. J.",CATALOG
1024,155256,PT2200,1997-11-19,PETS,3,"Jones, Mr. T. J.",CATALOG
1025,159666,TY3800,1997-12-12,TOYS,1,"Jones, Mr. T. J.",CATALOG
1026,163044,PT3200,1997-12-30,PETS,2,"Jones, Mr. T. J.",CATALOG
1027,184049,PT2000,1998-04-21,PETS,1,"Jones, Mr. T. J.",CATALOG
1028,230510,GD1400,1998-11-06,GARDENING,1,"Jones, Mr. T. J.",CATALOG
1029,234466,SP1200,1998-11-23,SPORTS,1,"Jones, Mr. T. J.",CATALOG
1030,234466,SP2000,1998-11-23,SPORTS,1,"Jones, Mr. T. J.",CATALOG
1031,234466,SP2300,1998-11-23,SPORTS,1,"Jones, Mr. T. J.",CATALOG
1032,234466,SP2700,1998-11-23,SPORTS,2,"Jones, Mr. T. J.",CATALOG
1033,239179,PT2300,1998-12-13,PETS,2,"Jones, Mr. T. J.",CATALOG
1034,155256,PT2200,2001-02-26,PETS,3,"Jones, Mr. T. J.",CATALOG
1035,159666,TY3800,2001-03-21,TOYS,1,"Jones, Mr. T. J.",CATALOG
1036,163044,PT3200,2001-04-08,PETS,2,"Jones, Mr. T. J.",CATALOG
1037,106313,SP3100,1997-02-26,SPORTS,1,"Gibson, Mr. R. K.",CATALOG
1038,108795,SW2123,1997-03-14,SOFTWARE,1,"Gibson, Mr. R. K.",CATALOG
1039,135315,CC2200,1997-08-05,COLLECTIBLES,1,"Gibson, Mr. R. K.",CATALOG
1040,153919,PT4300,1997-11-12,PETS,1,"Gibson, Mr. R. K.",CATALOG
1041,165820,SP1500,1998-01-17,SPORTS,1,"Gibson, Mr. R. K.",CATALOG
1042,168450,PT2400,1998-02-02,PETS,1,"Gibson, Mr. R. K.",CATALOG
1043,175728,SP1300,1998-03-13,SPORTS,4,"Gibson, Mr. R. K.",CATALOG
1044,243349,PT3100,1998-03-28,PETS,1,"Gibson, Mr. R. K.",CATALOG
1045,184269,GD1100,1998-04-22,GARDENING,1,"Gibson, Mr. R. K.",CATALOG
1046,191908,SW5338,1998-05-26,SOFTWARE,1,"Gibson, Mr. R. K.",CATALOG
1047,195651,GD1001,1998-06-11,GARDENING,1,"Gibson, Mr. R. K.",CATALOG
1048,207342,TY1100,1998-07-31,TOYS,2,"Gibson, Mr. R. K.",CATALOG
1049,207342,TY3100,1998-07-31,TOYS,1,"Gibson, Mr. R. K.",CATALOG
1050,207342,TY3500,1998-07-31,TOYS,2,"Gibson, Mr. R. K.",CATALOG
1051,217071,CC2400,1998-09-10,COLLECTIBLES,4,"Gibson, Mr. R. K.",CATALOG
1052,237054,PT4300,1998-12-04,PETS,4,"Gibson, Mr. R. K.",CATALOG
1053,106313,SP3100,2000-06-05,SPORTS,1,"Gibson, Mr. R. K.",CATALOG
1054,108795,SW2123,2000-06-21,SOFTWARE,1,"Gibson, Mr. R. K.",CATALOG
1055,135315,CC2200,2000-11-12,COLLECTIBLES,1,"Gibson, Mr. R. K.",CATALOG
1056,153919,PT4300,2001-02-19,PETS,1,"Gibson, Mr. R. K.",CATALOG
1057,165820,SP1500,2001-04-26,SPORTS,1,"Gibson, Mr. R. K.",CATALOG
1058,168450,PT2400,2001-05-12,PETS,1,"Gibson, Mr. R. K.",CATALOG
1059,124051,PT1400,1997-06-07,PETS,1,"Rose, Mr. J. L.",CATALOG
1060,124051,PT2200,1997-06-07,PETS,1,"Rose, Mr. J. L.",CATALOG
1061,124051,PT3100,1997-06-07,PETS,1,"Rose, Mr. J. L.",CATALOG
1062,124814,SW3895,1997-06-11,SOFTWARE,3,"Rose, Mr. J. L.",CATALOG
1063,139856,TY4400,1997-08-29,TOYS,1,"Rose, Mr. J. L.",CATALOG
1064,183082,SP2700,1998-04-17,SPORTS,1,"Rose, Mr. J. L.",CATALOG
1065,196370,GD1500,1998-06-14,GARDENING,1,"Rose, Mr. J. L.",CATALOG
1066,206396,SP2400,1998-07-27,SPORTS,1,"Rose, Mr. J. L.",CATALOG
1067,220145,PT1200,1998-09-23,PETS,1,"Rose, Mr. J. L.",CATALOG
1068,223035,SP2500,1998-10-05,SPORTS,1,"Rose, Mr. J. L.",CATALOG
1069,229811,PT4200,1998-11-03,PETS,1,"Rose, Mr. J. L.",CATALOG
1070,233331,TY1100,1998-11-18,TOYS,1,"Rose, Mr. J. L.",CATALOG
1071,124051,PT1400,2000-09-14,PETS,1,"Rose, Mr. J. L.",CATALOG
1072,124051,PT2200,2000-09-14,PETS,1,"Rose, Mr. J. L.",CATALOG
1073,124051,PT3100,2000-09-14,PETS,1,"Rose, Mr. J. L.",CATALOG
1074,124814,SW3895,2000-09-18,SOFTWARE,3,"Rose, Mr. J. L.",CATALOG
1075,139856,TY4400,2000-12-06,TOYS,1,"Rose, Mr. J. L.",CATALOG
1076,139658,TY1700,1997-08-28,TOYS,4,"Jones, Ms. Sallie",CATALOG
1077,173209,SP3400,1998-02-28,SPORTS,1,"Jones, Ms. Sallie",CATALOG
1078,175132,PT3500,1998-03-10,PETS,1,"Jones, Ms. Sallie",CATALOG
1079,189145,GD1400,1998-05-14,GARDENING,1,"Jones, Ms. Sallie",CATALOG
1080,194930,TY1750,1998-06-08,TOYS,1,"Jones, Ms. Sallie",CATALOG
1081,194930,TY1750,1998-06-08,TOYS,2,"Jones, Ms. Sallie",CATALOG
1082,194930,TY3800,1998-06-08,TOYS,1,"Jones, Ms. Sallie",CATALOG
1083,194930,TY4100,1998-06-08,TOYS,2,"Jones, Ms. Sallie",CATALOG
1084,195397,SP2000,1998-06-10,SPORTS,1,"Jones, Ms. Sallie",CATALOG
1085,195397,SP2000,1998-06-10,SPORTS,4,"Jones, Ms. Sallie",CATALOG
1086,195397,SP2400,1998-06-10,SPORTS,3,"Jones, Ms. Sallie",CATALOG
1087,202947,PT3100,1998-07-12,PETS,1,"Jones, Ms. Sallie",CATALOG
1088,203167,SP3400,1998-07-13,SPORTS,4,"Jones, Ms. Sallie",CATALOG
1089,234924,SW8376,1998-11-25,SOFTWARE,1,"Jones, Ms. Sallie",CATALOG
1090,139658,TY1700,2000-12-05,TOYS,4,"Jones, Ms. Sallie",CATALOG
1091,121082,SP2400,1997-05-22,SPORTS,1,"Montrose, Mr. B. T.",CATALOG
1092,132255,PT3100,1997-07-20,PETS,1,"Montrose, Mr. B. T.",CATALOG
1093,140829,SW2123,1997-09-03,SOFTWARE,1,"Montrose, Mr. B. T.",CATALOG
1094,173210,SP2700,1998-02-28,SPORTS,4,"Montrose, Mr. B. T.",CATALOG
1095,192165,SW7585,1998-05-27,SOFTWARE,1,"Montrose, Mr. B. T.",CATALOG
1096,197088,GD2100,1998-06-17,GARDENING,2,"Montrose, Mr. B. T.",CATALOG
1097,207785,SP2400,1998-08-02,SPORTS,1,"Montrose, Mr. B. T.",CATALOG
1098,237791,PT1000,1998-12-07,PETS,1,"Montrose, Mr. B. T.",CATALOG
1099,237791,PT2400,1998-12-07,PETS,1,"Montrose, Mr. B. T.",CATALOG
